library,executionTime,memoryUsage,outputSize,compressionRatio,complexityScore,operationType,documentSize,iteration,timestamp,complexityRange,throughput,memoryKB,outputSizeKB
"json-diff-kit",14.072792000000163,9137291,1248073,908.5616737522568,35,"Add static site with SPA config,Modify container image source,Add CI configuration,Change sticky sessions duration,Add health check grace period",137368,65,2025-06-28T19:19:32.591Z,"Low",71.06,8923.14,1218.82
"schema-aggregated",1.016832999999906,0,128050,253.99186749975206,37,"Change environment ID,Change sticky sessions duration,Change max instances,Add dependency between services,Change health check path,Change service type from web to worker,Add scheduler with job timeout and resource overrides",50415,66,2025-06-28T19:19:32.591Z,"Low",983.45,0.00,125.05
"json-diff-kit",2.3910000000000764,0,422971,838.9784786273926,37,"Change environment ID,Change sticky sessions duration,Change max instances,Add dependency between services,Change health check path,Change service type from web to worker,Add scheduler with job timeout and resource overrides",50415,66,2025-06-28T19:19:32.591Z,"Low",418.24,0.00,413.06
"schema-aggregated",2.151499999999942,0,20214,17.6550736283124,24,"Change storage size,Add experimental features,Change min instances,Change build type,Toggle source trigger,Change version history count",114494,67,2025-06-28T19:19:32.591Z,"Low",464.79,0.00,19.74
"json-diff-kit",11.998540999999932,3405769,963230,841.292993519311,24,"Change storage size,Add experimental features,Change min instances,Change build type,Toggle source trigger,Change version history count",114494,67,2025-06-28T19:19:32.591Z,"Low",83.34,3325.95,940.65
"schema-aggregated",1.9489580000001752,0,16915,16.355004641089106,18,"Change health check interval,Toggle CloudFront cache invalidation,Remove dependencies,Change service name,Toggle sticky sessions",103424,68,2025-06-28T19:19:32.591Z,"Low",513.09,0.00,16.52
"json-diff-kit",7.778749999999945,4649286,866902,838.2019647277227,18,"Change health check interval,Toggle CloudFront cache invalidation,Remove dependencies,Change service name,Toggle sticky sessions",103424,68,2025-06-28T19:19:32.591Z,"Low",128.56,4540.32,846.58
"schema-aggregated",2.2970000000000255,0,12714,9.588235294117647,7,"Change min instances,Toggle CloudFront cache invalidation",132600,69,2025-06-28T19:19:32.591Z,"Low",435.35,0.00,12.42
"json-diff-kit",10.732458000000179,4909943,1116349,841.892156862745,7,"Change min instances,Toggle CloudFront cache invalidation",132600,69,2025-06-28T19:19:32.591Z,"Low",93.18,4794.87,1090.18
"schema-aggregated",3.6548330000000533,0,13447,6.377580057671878,29,"Add dependency between services,Remove environment variable,Add logging configuration,Toggle source trigger,Change service memory,Change environment name",210848,70,2025-06-28T19:19:32.591Z,"Low",273.61,0.00,13.13
"json-diff-kit",24.437667000000147,11231048,1771019,839.9505805129761,29,"Add dependency between services,Remove environment variable,Add logging configuration,Toggle source trigger,Change service memory,Change environment name",210848,70,2025-06-28T19:19:32.591Z,"Low",40.92,10967.82,1729.51
"schema-aggregated",3.621915999999601,0,21145,10.217443827011355,19,"Toggle multi-AZ for RDS,Change health check interval,Toggle origin shield,Change docker context",206950,71,2025-06-28T19:19:32.591Z,"Low",276.10,0.00,20.65
"json-diff-kit",24.115250000000287,11547925,1737203,839.4312635902392,19,"Toggle multi-AZ for RDS,Change health check interval,Toggle origin shield,Change docker context",206950,71,2025-06-28T19:19:32.591Z,"Low",41.47,11277.27,1696.49
"schema-aggregated",1.9226670000002741,0,16200,16.43818936388266,28,"Add logging configuration,Toggle multi-AZ for RDS,Add sidecar containers",98551,72,2025-06-28T19:19:32.591Z,"Low",520.11,0.00,15.82
"json-diff-kit",8.779457999999977,3933437,829533,841.7296628141773,28,"Add logging configuration,Toggle multi-AZ for RDS,Add sidecar containers",98551,72,2025-06-28T19:19:32.591Z,"Low",113.90,3841.25,810.09
"schema-aggregated",0.40020800000002055,0,9216,70.13698630136986,9,"Change health check interval,Change port number,Change source branch",13140,73,2025-06-28T19:19:32.591Z,"Low",2498.70,0.00,9.00
"json-diff-kit",0.543250000000171,0,110929,844.2085235920853,9,"Change health check interval,Change port number,Change source branch",13140,73,2025-06-28T19:19:32.591Z,"Low",1840.77,0.00,108.33
"schema-aggregated",1.7686249999997017,0,10890,11.297852474323063,7,"Toggle origin shield,Toggle privileged mode",96390,74,2025-06-28T19:19:32.591Z,"Low",565.41,0.00,10.63
"json-diff-kit",6.2790829999999005,0,812329,842.7523602033406,7,"Toggle origin shield,Toggle privileged mode",96390,74,2025-06-28T19:19:32.591Z,"Low",159.26,0.00,793.29
"schema-aggregated",2.962166999999681,0,32903,20.573247212860547,37,"Change service CPU,Add start command,Change health check timeout,Toggle sticky sessions,Add logging configuration,Add sidecar containers,Add watch paths",159931,75,2025-06-28T19:19:32.591Z,"Low",337.59,0.00,32.13
"json-diff-kit",20.41929200000004,7787675,1345869,841.5310352589554,37,"Change service CPU,Add start command,Change health check timeout,Toggle sticky sessions,Add logging configuration,Add sidecar containers,Add watch paths",159931,75,2025-06-28T19:19:32.591Z,"Low",48.97,7605.15,1314.33
"schema-aggregated",1.817833999999948,0,20525,27.73873557315458,31,"Toggle multi-AZ for RDS,Remove dependencies,Toggle container insights,Change health check interval,Add experimental features,Toggle container insights",73994,76,2025-06-28T19:19:32.591Z,"Low",550.11,0.00,20.04
"json-diff-kit",4.5463330000002316,0,622379,841.120901694732,31,"Toggle multi-AZ for RDS,Remove dependencies,Toggle container insights,Change health check interval,Add experimental features,Toggle container insights",73994,76,2025-06-28T19:19:32.591Z,"Low",219.96,0.00,607.79
"schema-aggregated",3.674084000000221,0,16704,8.47449888132962,21,"Change sticky sessions duration,Change environment name,Add dependency between services,Add dependency between services",197109,77,2025-06-28T19:19:32.591Z,"Low",272.18,0.00,16.31
"json-diff-kit",22.085917000000336,10315268,1655571,839.9266395750575,21,"Change sticky sessions duration,Change environment name,Add dependency between services,Add dependency between services",197109,77,2025-06-28T19:19:32.591Z,"Low",45.28,10073.50,1616.77
"schema-aggregated",1.9382080000000315,0,10477,10.344793538576987,13,"Change environment region,Add sidecar containers,Change service memory",101278,78,2025-06-28T19:19:32.591Z,"Low",515.94,0.00,10.23
"json-diff-kit",7.930459000000155,3603490,850108,839.380714469085,13,"Change environment region,Add sidecar containers,Change service memory",101278,78,2025-06-28T19:19:32.591Z,"Low",126.10,3519.03,830.18
"schema-aggregated",1.788749999999709,0,16316,18.006246344343527,28,"Add pre/post deploy commands,Toggle inject env variables,Change environment name,Toggle origin shield,Change environment region,Change storage size",90613,79,2025-06-28T19:19:32.591Z,"Low",559.05,0.00,15.93
"json-diff-kit",6.578374999999596,2909057,762748,841.7644267378853,28,"Add pre/post deploy commands,Toggle inject env variables,Change environment name,Toggle origin shield,Change environment region,Change storage size",90613,79,2025-06-28T19:19:32.591Z,"Low",152.01,2840.88,744.87
"schema-aggregated",2.0492499999995744,0,282904,218.79828923657567,25,"Change docker context,Change storage size,Add CI configuration,Change health check interval,Toggle source trigger,Change sticky sessions duration,Change environment ID",129299,80,2025-06-28T19:19:32.591Z,"Low",487.98,0.00,276.27
"json-diff-kit",11.376000000000204,5528055,1084851,839.0250504644275,25,"Change docker context,Change storage size,Add CI configuration,Change health check interval,Toggle source trigger,Change sticky sessions duration,Change environment ID",129299,80,2025-06-28T19:19:32.591Z,"Low",87.90,5398.49,1059.42
"schema-aggregated",0.3737919999998667,0,6162,37.86640447366804,11,"Modify autoscaling thresholds,Toggle privileged mode",16273,81,2025-06-28T19:19:32.591Z,"Low",2675.28,0.00,6.02
"json-diff-kit",0.5379170000001068,0,134860,828.7347139433418,11,"Modify autoscaling thresholds,Toggle privileged mode",16273,81,2025-06-28T19:19:32.591Z,"Low",1859.02,0.00,131.70
"schema-aggregated",1.8961670000003323,0,22703,23.75113770701037,24,"Add integrations,Change service name,Change PR source configuration,Toggle container insights,Change sticky sessions duration",95587,82,2025-06-28T19:19:32.591Z,"Low",527.38,0.00,22.17
"json-diff-kit",7.528583000000253,3487920,805748,842.9472627030872,24,"Add integrations,Change service name,Change PR source configuration,Toggle container insights,Change sticky sessions duration",95587,82,2025-06-28T19:19:32.591Z,"Low",132.83,3406.17,786.86
"schema-aggregated",3.2872919999999795,0,17382,9.960232416883459,10,"Change docker context,Toggle sticky sessions,Change port number",174514,83,2025-06-28T19:19:32.591Z,"Low",304.20,0.00,16.97
"json-diff-kit",18.03650000000016,15666626,1464807,839.3636040661495,10,"Change docker context,Toggle sticky sessions,Change port number",174514,83,2025-06-28T19:19:32.591Z,"Low",55.44,15299.44,1430.48
"schema-aggregated",0.9858750000003056,0,3200,5.794267296793235,0,"",55227,84,2025-06-28T19:19:32.591Z,"Low",1014.33,0.00,3.13
"json-diff-kit",2.7567910000002485,0,462611,837.6536838865048,0,"",55227,84,2025-06-28T19:19:32.591Z,"Low",362.74,0.00,451.77
"schema-aggregated",0.5040000000003602,0,14428,66.54981549815498,14,"Change docker context,Change dockerfile path,Add pre/post deploy commands",21680,85,2025-06-28T19:19:32.591Z,"Low",1984.13,0.00,14.09
"json-diff-kit",0.793666999999914,0,181723,838.2057195571956,14,"Change docker context,Change dockerfile path,Add pre/post deploy commands",21680,85,2025-06-28T19:19:32.591Z,"Low",1259.97,0.00,177.46
"schema-aggregated",3.4062919999996666,0,466497,213.71495327102804,36,"Toggle origin shield,Toggle origin shield,Add S3 bucket policy,Change environment ID,Change base path,Change target type,Remove environment variable,Remove environment variable",218280,86,2025-06-28T19:19:32.591Z,"Low",293.57,0.00,455.56
"json-diff-kit",25.613042000000405,11259732,1830864,838.7685541506322,36,"Toggle origin shield,Toggle origin shield,Add S3 bucket policy,Change environment ID,Change base path,Change target type,Remove environment variable,Remove environment variable",218280,86,2025-06-28T19:19:32.591Z,"Low",39.04,10995.83,1787.95
"schema-aggregated",1.0600409999997282,0,17508,32.61732213052145,27,"Add health check grace period,Change environment name,Remove environment variable,Add sidecar containers,Add single environment variable",53677,87,2025-06-28T19:19:32.591Z,"Low",943.36,0.00,17.10
"json-diff-kit",2.651542000000063,0,452249,842.5377722301916,27,"Add health check grace period,Change environment name,Remove environment variable,Add sidecar containers,Add single environment variable",53677,87,2025-06-28T19:19:32.591Z,"Low",377.14,0.00,441.65
"schema-aggregated",2.025916999999936,0,262035,219.01223630102638,30,"Change environment name,Change environment ID,Add experimental features,Toggle container insights,Change health check timeout,Add dependency between services,Change port number",119644,88,2025-06-28T19:19:32.591Z,"Low",493.60,0.00,255.89
"json-diff-kit",10.32529199999999,4285841,1005236,840.1892280431948,30,"Change environment name,Change environment ID,Add experimental features,Toggle container insights,Change health check timeout,Add dependency between services,Change port number",119644,88,2025-06-28T19:19:32.591Z,"Low",96.85,4185.39,981.68
"schema-aggregated",1.0682499999998072,0,5185,9.682901322178232,8,"Change PR source configuration",53548,89,2025-06-28T19:19:32.591Z,"Low",936.11,0.00,5.06
"json-diff-kit",2.8280830000003334,0,449837,840.0631209382236,8,"Change PR source configuration",53548,89,2025-06-28T19:19:32.591Z,"Low",353.60,0.00,439.29
"schema-aggregated",2.4877089999999953,0,9299,6.264948224403587,9,"Change environment name,Change port number,Change health check path",148429,90,2025-06-28T19:19:32.591Z,"Low",401.98,0.00,9.08
"json-diff-kit",14.20520899999974,5890216,1245211,838.927029084613,9,"Change environment name,Change port number,Change health check path",148429,90,2025-06-28T19:19:32.591Z,"Low",70.40,5752.16,1216.03
"schema-aggregated",0.5022089999997661,0,12617,71.73641118944735,6,"Change service memory,Change storage size",17588,91,2025-06-28T19:19:32.591Z,"Low",1991.20,0.00,12.32
"json-diff-kit",0.6194580000001224,0,149275,848.7320900614055,6,"Change service memory,Change storage size",17588,91,2025-06-28T19:19:32.591Z,"Low",1614.31,0.00,145.78
"schema-aggregated",3.7945410000002084,0,15733,7.236790660662456,14,"Change service type from web to worker,Change health check timeout,Change dockerfile path",217403,92,2025-06-28T19:19:32.591Z,"Low",263.54,0.00,15.36
"json-diff-kit",31.814499999999953,0,1823460,838.7464754396212,14,"Change service type from web to worker,Change health check timeout,Change dockerfile path",217403,92,2025-06-28T19:19:32.591Z,"Low",31.43,0.00,1780.72
"schema-aggregated",2.6748749999997017,0,13081,9.237211535745558,42,"Remove dependencies,Add static site with SPA config,Change storage size,Remove dependencies,Change service type from web to worker,Change min instances,Modify autoscaling thresholds",141612,93,2025-06-28T19:19:32.591Z,"Low",373.85,0.00,12.77
"json-diff-kit",14.465875000000324,6300525,1295603,914.8963364686608,42,"Remove dependencies,Add static site with SPA config,Change storage size,Remove dependencies,Change service type from web to worker,Change min instances,Modify autoscaling thresholds",141612,93,2025-06-28T19:19:32.591Z,"Low",69.13,6152.86,1265.24
"schema-aggregated",2.4109580000003916,0,13850,9.64780294797849,23,"Change health check interval,Add S3 bucket policy,Add health check grace period,Change min instances",143556,94,2025-06-28T19:19:32.591Z,"Low",414.77,0.00,13.53
"json-diff-kit",12.725417000000107,5674312,1203246,838.1718632450054,23,"Change health check interval,Add S3 bucket policy,Add health check grace period,Change min instances",143556,94,2025-06-28T19:19:32.591Z,"Low",78.58,5541.32,1175.04
"schema-aggregated",1.9920830000000933,0,14922,13.566194519701074,22,"Add logging configuration,Add pre/post deploy commands,Change port number",109994,95,2025-06-28T19:19:32.591Z,"Low",501.99,0.00,14.57
"json-diff-kit",8.436791999999969,3041956,924580,840.5731221703002,22,"Add logging configuration,Add pre/post deploy commands,Change port number",109994,95,2025-06-28T19:19:32.591Z,"Low",118.53,2970.66,902.91
"schema-aggregated",1.9381670000002487,0,3205,2.6291179944874656,7,"Modify autoscaling thresholds",121904,96,2025-06-28T19:19:32.591Z,"Low",515.95,0.00,3.13
"json-diff-kit",10.056625000000167,6221219,1022467,838.7477031106445,7,"Modify autoscaling thresholds",121904,96,2025-06-28T19:19:32.591Z,"Low",99.44,6075.41,998.50
"schema-aggregated",3.9325840000001335,0,12544,5.677276862290734,8,"Change port number,Toggle privileged mode",220951,97,2025-06-28T19:19:32.591Z,"Low",254.29,0.00,12.25
"json-diff-kit",28.956499999999778,11733203,1858129,840.9688120895582,8,"Change port number,Toggle privileged mode",220951,97,2025-06-28T19:19:32.591Z,"Low",34.53,11458.21,1814.58
"schema-aggregated",0.8031660000001466,0,6451,17.731783073582363,5,"Change docker context,Toggle source trigger",36381,98,2025-06-28T19:19:32.591Z,"Low",1245.07,0.00,6.30
"json-diff-kit",1.5491669999996702,0,304796,837.788955773618,5,"Change docker context,Toggle source trigger",36381,98,2025-06-28T19:19:32.591Z,"Low",645.51,0.00,297.65
"schema-aggregated",3.419750000000022,0,18980,9.512401706017672,34,"Add sidecar containers,Add single environment variable,Change environment name,Change min instances,Modify autoscaling thresholds,Change target type",199529,99,2025-06-28T19:19:32.591Z,"Low",292.42,0.00,18.54
"json-diff-kit",22.253707999999733,17216635,1680594,842.2805707441023,34,"Add sidecar containers,Add single environment variable,Change environment name,Change min instances,Modify autoscaling thresholds,Change target type",199529,99,2025-06-28T19:19:32.591Z,"Low",44.94,16813.12,1641.21
"schema-aggregated",3.5455839999999625,0,16295,7.981993367524382,20,"Toggle sticky sessions,Change min instances,Add single environment variable,Change PR source configuration",204147,100,2025-06-28T19:19:32.591Z,"Low",282.04,0.00,15.91
